# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	rRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	10852	10967	-					rrf		H9L18_RS00100	116		old_locus_tag=H9L18_00100
rRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	10852	10967	-				5S ribosomal RNA	rrf		H9L18_RS00100	116		
gene	rRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	11049	13961	-							H9L18_RS00105	2913		old_locus_tag=H9L18_00105
rRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	11049	13961	-				23S ribosomal RNA			H9L18_RS00105	2913		
gene	rRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	14195	15752	-							H9L18_RS00110	1558		old_locus_tag=H9L18_00110
rRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	14195	15752	-				16S ribosomal RNA			H9L18_RS00110	1558		
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	15995	16068	-							H9L18_RS00115	74		old_locus_tag=H9L18_00115
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	15995	16068	-				tRNA-Pro			H9L18_RS00115	74		anticodon=TGG
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16082	16155	-							H9L18_RS00120	74		old_locus_tag=H9L18_00120
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16082	16155	-				tRNA-Arg			H9L18_RS00120	74		anticodon=ACG
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16173	16258	-							H9L18_RS00125	86		old_locus_tag=H9L18_00125
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16173	16258	-				tRNA-Leu			H9L18_RS00125	86		anticodon=TAA
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16272	16343	-							H9L18_RS00130	72		old_locus_tag=H9L18_00130
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16272	16343	-				tRNA-Gly			H9L18_RS00130	72		anticodon=GCC
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16353	16425	-							H9L18_RS00135	73		old_locus_tag=H9L18_00135
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16353	16425	-				tRNA-Thr			H9L18_RS00135	73		anticodon=TGT
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16448	16520	-							H9L18_RS00140	73		old_locus_tag=H9L18_00140
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16448	16520	-				tRNA-Lys			H9L18_RS00140	73		anticodon=TTT
gene	tRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16530	16602	-							H9L18_RS00145	73		old_locus_tag=H9L18_00145
tRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16530	16602	-				tRNA-Val			H9L18_RS00145	73		anticodon=TAC
gene	rRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16620	16735	-					rrf		H9L18_RS00150	116		old_locus_tag=H9L18_00150
rRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16620	16735	-				5S ribosomal RNA	rrf		H9L18_RS00150	116		
gene	rRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16817	19729	-							H9L18_RS00155	2913		old_locus_tag=H9L18_00155
rRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	16817	19729	-				23S ribosomal RNA			H9L18_RS00155	2913		
gene	rRNA	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	19963	21520	-							H9L18_RS00160	1558		old_locus_tag=H9L18_00160
rRNA		GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	19963	21520	-				16S ribosomal RNA			H9L18_RS00160	1558		
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	22058	23521	-					lysS		H9L18_RS00165	1464		old_locus_tag=H9L18_00165
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	22058	23521	-	WP_148109042.1	WP_148109042.1		lysine--tRNA ligase	lysS		H9L18_RS00165	1464	487	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	23650	24588	-					dusB		H9L18_RS00170	939		old_locus_tag=H9L18_00170
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	23650	24588	-	WP_246433323.1	WP_246433323.1		tRNA dihydrouridine synthase DusB	dusB		H9L18_RS00170	939	312	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	24655	25542	-					hslO		H9L18_RS00175	888		old_locus_tag=H9L18_00175
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	24655	25542	-	WP_126795358.1	WP_126795358.1		Hsp33 family molecular chaperone HslO	hslO		H9L18_RS00175	888	295	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	25652	27718	-					ftsH		H9L18_RS00180	2067		old_locus_tag=H9L18_00180
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	25652	27718	-	WP_126795360.1	WP_126795360.1		ATP-dependent zinc metalloprotease FtsH	ftsH		H9L18_RS00180	2067	688	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	27795	28340	-					hpt		H9L18_RS00185	546		old_locus_tag=H9L18_00185
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	27795	28340	-	WP_126795362.1	WP_126795362.1		hypoxanthine phosphoribosyltransferase	hpt		H9L18_RS00185	546	181	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	28359	29756	-					tilS		H9L18_RS00190	1398		old_locus_tag=H9L18_00190
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	28359	29756	-	WP_126795364.1	WP_126795364.1		tRNA lysidine(34) synthetase TilS	tilS		H9L18_RS00190	1398	465	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	29826	30311	-							H9L18_RS00195	486		old_locus_tag=H9L18_00195
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	29826	30311	-	WP_126795366.1	WP_126795366.1		S1 domain-containing RNA-binding protein			H9L18_RS00195	486	161	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	30353	30751	-							H9L18_RS00200	399		old_locus_tag=H9L18_00200
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	30353	30751	-	WP_126795368.1	WP_126795368.1		septum formation initiator family protein			H9L18_RS00200	399	132	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	30825	31100	-							H9L18_RS00205	276		old_locus_tag=H9L18_00205
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	30825	31100	-	WP_126795370.1	WP_126795370.1		RNA-binding S4 domain-containing protein			H9L18_RS00205	276	91	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	31115	32692	-							H9L18_RS00210	1578		old_locus_tag=H9L18_00210
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	31115	32692	-	WP_126795372.1	WP_126795372.1		polysaccharide biosynthesis protein			H9L18_RS00210	1578	525	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	32706	36215	-					mfd		H9L18_RS00215	3510		old_locus_tag=H9L18_00215
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	32706	36215	-	WP_246433324.1	WP_246433324.1		transcription-repair coupling factor	mfd		H9L18_RS00215	3510	1169	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	36261	36830	-					pth		H9L18_RS00220	570		old_locus_tag=H9L18_00220
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	36261	36830	-	WP_126795376.1	WP_126795376.1		aminoacyl-tRNA hydrolase	pth		H9L18_RS00220	570	189	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	37136	38101	+							H9L18_RS00225	966		old_locus_tag=H9L18_00225
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	37136	38101	+	WP_126795378.1	WP_126795378.1		L-lactate dehydrogenase			H9L18_RS00225	966	321	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	38359	39207	+							H9L18_RS00230	849		old_locus_tag=H9L18_00230
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	38359	39207	+	WP_126795380.1	WP_126795380.1		polysaccharide deacetylase family protein			H9L18_RS00230	849	282	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	39422	40792	+							H9L18_RS00235	1371		old_locus_tag=H9L18_00235
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	39422	40792	+	WP_126795382.1	WP_126795382.1		L,D-transpeptidase/peptidoglycan binding protein			H9L18_RS00235	1371	456	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	40833	41732	-							H9L18_RS00240	900		old_locus_tag=H9L18_00240
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	40833	41732	-	WP_126795384.1	WP_126795384.1		phosphotransferase			H9L18_RS00240	900	299	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	41836	42228	-							H9L18_RS00245	393		old_locus_tag=H9L18_00245
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	41836	42228	-	WP_126795386.1	WP_126795386.1		YxeA family protein			H9L18_RS00245	393	130	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	42339	42848	-							H9L18_RS00250	510		old_locus_tag=H9L18_00250
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	42339	42848	-	WP_126795388.1	WP_126795388.1		GNAT family N-acetyltransferase			H9L18_RS00250	510	169	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	42870	43415	-							H9L18_RS00255	546		old_locus_tag=H9L18_00255
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	42870	43415	-	WP_126795390.1	WP_126795390.1		hypothetical protein			H9L18_RS00255	546	181	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	43535	44068	+							H9L18_RS00260	534		old_locus_tag=H9L18_00260
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	43535	44068	+	WP_126795392.1	WP_126795392.1		GNAT family N-acetyltransferase			H9L18_RS00260	534	177	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	44092	44694	+					yqeK		H9L18_RS00265	603		old_locus_tag=H9L18_00265
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	44092	44694	+	WP_126795394.1	WP_126795394.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK		H9L18_RS00265	603	200	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	44712	44996	+							H9L18_RS00270	285		old_locus_tag=H9L18_00270
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	44712	44996	+	WP_126795396.1	WP_126795396.1		hypothetical protein			H9L18_RS00270	285	94	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	45098	45640	+							H9L18_RS00275	543		old_locus_tag=H9L18_00275
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	45098	45640	+	WP_126795398.1	WP_126795398.1		DUF1269 domain-containing protein			H9L18_RS00275	543	180	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	45746	46408	+							H9L18_RS00280	663		old_locus_tag=H9L18_00280
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	45746	46408	+	WP_185847515.1	WP_185847515.1		TetR/AcrR family transcriptional regulator			H9L18_RS00280	663	220	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	46386	47318	+							H9L18_RS00285	933		old_locus_tag=H9L18_00285
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	46386	47318	+	WP_126795402.1	WP_126795402.1		alpha/beta fold hydrolase			H9L18_RS00285	933	310	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	47358	51935	-							H9L18_RS00290	4578		old_locus_tag=H9L18_00290
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	47358	51935	-	WP_126795404.1	WP_126795404.1		DUF1542 domain-containing protein			H9L18_RS00290	4578	1525	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	52175	53566	-							H9L18_RS00300	1392		old_locus_tag=H9L18_00300
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	52175	53566	-	WP_126795406.1	WP_126795406.1		DUF1542 domain-containing protein			H9L18_RS00300	1392	463	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	54104	54364	-							H9L18_RS00305	261		old_locus_tag=H9L18_00305
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	54104	54364	-	WP_126795408.1	WP_126795408.1		chorismate mutase			H9L18_RS00305	261	86	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	54386	55078	-							H9L18_RS00310	693		old_locus_tag=H9L18_00310
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	54386	55078	-	WP_126795410.1	WP_126795410.1		NAD-dependent protein deacylase			H9L18_RS00310	693	230	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	55580	57124	+							H9L18_RS00315	1545		old_locus_tag=H9L18_00315
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	55580	57124	+	WP_246433325.1	WP_246433325.1		ABC transporter permease subunit			H9L18_RS00315	1545	514	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	57124	57861	+							H9L18_RS00320	738		old_locus_tag=H9L18_00320
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	57124	57861	+	WP_126795414.1	WP_126795414.1		amino acid ABC transporter ATP-binding protein			H9L18_RS00320	738	245	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	57932	58453	-							H9L18_RS00325	522		old_locus_tag=H9L18_00325
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	57932	58453	-	WP_221884902.1	WP_221884902.1		GNAT family N-acetyltransferase			H9L18_RS00325	522	173	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	58560	58988	+							H9L18_RS00330	429		old_locus_tag=H9L18_00330
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	58560	58988	+	WP_126795418.1	WP_126795418.1		hypothetical protein			H9L18_RS00330	429	142	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	59221	61278	-							H9L18_RS00335	2058		old_locus_tag=H9L18_00335
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	59221	61278	-	WP_185847516.1	WP_185847516.1		methyl-accepting chemotaxis protein			H9L18_RS00335	2058	685	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	61437	62528	-							H9L18_RS00340	1092		old_locus_tag=H9L18_00340
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	61437	62528	-	WP_126795422.1	WP_126795422.1		C45 family autoproteolytic acyltransferase/hydolase			H9L18_RS00340	1092	363	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	62579	63406	-							H9L18_RS00345	828		old_locus_tag=H9L18_00345
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	62579	63406	-	WP_126795423.1	WP_126795423.1		MerR family transcriptional regulator			H9L18_RS00345	828	275	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	64126	71541	-							H9L18_RS00350	7416		old_locus_tag=H9L18_00350
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	64126	71541	-	WP_126795425.1	WP_126795425.1		Cna B-type domain-containing protein			H9L18_RS00350	7416	2471	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	72098	73246	-							H9L18_RS00355	1149		old_locus_tag=H9L18_00355
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	72098	73246	-	WP_126795427.1	WP_126795427.1		class C sortase			H9L18_RS00355	1149	382	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	73253	74392	-							H9L18_RS00360	1140		old_locus_tag=H9L18_00360
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	73253	74392	-	WP_126795429.1	WP_126795429.1		class C sortase			H9L18_RS00360	1140	379	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	74464	75993	-							H9L18_RS00365	1530		old_locus_tag=H9L18_00365
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	74464	75993	-	WP_126795431.1	WP_126795431.1		SpaH/EbpB family LPXTG-anchored major pilin			H9L18_RS00365	1530	509	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	75986	77005	-							H9L18_RS00370	1020		old_locus_tag=H9L18_00370
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	75986	77005	-	WP_126795433.1	WP_126795433.1		prealbumin-like fold domain-containing protein			H9L18_RS00370	1020	339	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	77006	79414	-							H9L18_RS00375	2409		old_locus_tag=H9L18_00375
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	77006	79414	-	WP_126795435.1	WP_126795435.1		SpaA isopeptide-forming pilin-related protein			H9L18_RS00375	2409	802	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	79830	81236	-					pepV		H9L18_RS00380	1407		old_locus_tag=H9L18_00380
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	79830	81236	-	WP_126795437.1	WP_126795437.1		dipeptidase PepV	pepV		H9L18_RS00380	1407	468	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	81318	82046	-							H9L18_RS00385	729		old_locus_tag=H9L18_00385
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	81318	82046	-	WP_126795439.1	WP_126795439.1		16S rRNA pseudouridine(516) synthase			H9L18_RS00385	729	242	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	82116	83762	-							H9L18_RS00390	1647		old_locus_tag=H9L18_00390
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	82116	83762	-	WP_126795441.1	WP_126795441.1		polysaccharide biosynthesis protein			H9L18_RS00390	1647	548	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	83865	86279	-					leuS		H9L18_RS00395	2415		old_locus_tag=H9L18_00395
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	83865	86279	-	WP_126795443.1	WP_126795443.1		leucine--tRNA ligase	leuS		H9L18_RS00395	2415	804	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	86602	89541	-							H9L18_RS00400	2940		old_locus_tag=H9L18_00400
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	86602	89541	-	WP_126795445.1	WP_126795445.1		LysM peptidoglycan-binding domain-containing protein			H9L18_RS00400	2940	979	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	89828	90481	+							H9L18_RS00405	654		old_locus_tag=H9L18_00405
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	89828	90481	+	WP_126795447.1	WP_126795447.1		DUF1700 domain-containing protein			H9L18_RS00405	654	217	
gene	protein_coding	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	90478	91527	+							H9L18_RS00410	1050		old_locus_tag=H9L18_00410
CDS	with_protein	GCF_014397115.1	Primary Assembly	chromosome		NZ_CP060720.1	90478	91527	+	WP_126795449.1	WP_126795449.1		DUF4097 family beta strand repeat-containing protein			H9L18_RS00410	1050	349	
