# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	14846	16471	-							FA707_RS00070	1626		old_locus_tag=FA707_00070
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	14846	16471	-	WP_136952317.1	WP_136952317.1		ATP-binding cassette domain-containing protein			FA707_RS00070	1626	541	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	16600	17586	-							FA707_RS00075	987		old_locus_tag=FA707_00075
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	16600	17586	-	WP_136952318.1	WP_136952318.1		polyprenyl synthetase family protein			FA707_RS00075	987	328	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	17626	18147	-							FA707_RS00080	522		old_locus_tag=FA707_00080
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	17626	18147	-	WP_136952319.1	WP_136952319.1		Gx transporter family protein			FA707_RS00080	522	173	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	18266	20170	-							FA707_RS00085	1905		old_locus_tag=FA707_00085
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	18266	20170	-	WP_136952320.1	WP_136952320.1		NAD(P)/FAD-dependent oxidoreductase			FA707_RS00085	1905	634	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	20436	21362	+							FA707_RS00090	927		old_locus_tag=FA707_00090
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	20436	21362	+	WP_136952321.1	WP_136952321.1		FMN-binding protein			FA707_RS00090	927	308	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	21566	22651	+							FA707_RS00095	1086		old_locus_tag=FA707_00095
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	21566	22651	+	WP_136952322.1	WP_136952322.1		FAD:protein FMN transferase			FA707_RS00095	1086	361	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	22684	23625	+					menA		FA707_RS00100	942		old_locus_tag=FA707_00100
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	22684	23625	+	WP_136952323.1	WP_136952323.1		1,4-dihydroxy-2-naphthoate polyprenyltransferase	menA		FA707_RS00100	942	313	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	24194	24556	+							FA707_RS00105	363		old_locus_tag=FA707_00105
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	24194	24556	+	WP_136952324.1	WP_136952324.1		hypothetical protein			FA707_RS00105	363	120	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	24540	25286	+							FA707_RS00110	747		old_locus_tag=FA707_00110
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	24540	25286	+	WP_136952325.1	WP_136952325.1		WxL domain-containing protein			FA707_RS00110	747	248	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	25299	26078	+							FA707_RS00115	780		old_locus_tag=FA707_00115
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	25299	26078	+	WP_136952326.1	WP_136952326.1		WxL domain-containing protein			FA707_RS00115	780	259	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	26097	28196	+							FA707_RS00120	2100		old_locus_tag=FA707_00120
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	26097	28196	+	WP_246032324.1	WP_246032324.1		MucBP domain-containing protein			FA707_RS00120	2100	699	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	28220	28975	+							FA707_RS00125	756		old_locus_tag=FA707_00125
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	28220	28975	+	WP_136952327.1	WP_136952327.1		WxL domain-containing protein			FA707_RS00125	756	251	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	29081	30127	+							FA707_RS00130	1047		old_locus_tag=FA707_00130
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	29081	30127	+	WP_246032325.1	WP_246032325.1		DUF916 and DUF3324 domain-containing protein			FA707_RS00130	1047	348	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	30108	30863	+							FA707_RS00135	756		old_locus_tag=FA707_00135
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	30108	30863	+	WP_136952329.1	WP_136952329.1		class A sortase			FA707_RS00135	756	251	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	30917	32317	-							FA707_RS00140	1401		old_locus_tag=FA707_00140
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	30917	32317	-	WP_136952330.1	WP_136952330.1		helix-turn-helix domain-containing protein			FA707_RS00140	1401	466	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	32950	37971	+							FA707_RS00145	5022		old_locus_tag=FA707_00145
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	32950	37971	+	WP_210409621.1	WP_210409621.1		hypothetical protein			FA707_RS00145	5022	1673	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	38059	38328	+							FA707_RS00150	270		old_locus_tag=FA707_00150
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	38059	38328	+	WP_136952332.1	WP_136952332.1		hypothetical protein			FA707_RS00150	270	89	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	38321	39124	+							FA707_RS00155	804		old_locus_tag=FA707_00155
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	38321	39124	+	WP_136952333.1	WP_136952333.1		WxL domain-containing protein			FA707_RS00155	804	267	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	39144	39929	+							FA707_RS00160	786		old_locus_tag=FA707_00160
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	39144	39929	+	WP_136952334.1	WP_136952334.1		WxL domain-containing protein			FA707_RS00160	786	261	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	40000	41046	+							FA707_RS00165	1047		old_locus_tag=FA707_00165
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	40000	41046	+	WP_136952335.1	WP_136952335.1		DUF916 and DUF3324 domain-containing protein			FA707_RS00165	1047	348	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	41059	42078	+							FA707_RS00170	1020		old_locus_tag=FA707_00170
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	41059	42078	+	WP_168177316.1	WP_168177316.1		DUF916 domain-containing protein			FA707_RS00170	1020	339	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	42131	43546	-							FA707_RS00175	1416		old_locus_tag=FA707_00175
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	42131	43546	-	WP_136952337.1	WP_136952337.1		helix-turn-helix domain-containing protein			FA707_RS00175	1416	471	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	43572	44531	-							FA707_RS00180	960		old_locus_tag=FA707_00180
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	43572	44531	-	WP_168177317.1	WP_168177317.1		biotin--[acetyl-CoA-carboxylase] ligase			FA707_RS00180	960	319	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	44663	45679	+							FA707_RS00185	1017		old_locus_tag=FA707_00185
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	44663	45679	+	WP_136952339.1	WP_136952339.1		LacI family transcriptional regulator			FA707_RS00185	1017	338	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	45817	47118	+							FA707_RS00190	1302		old_locus_tag=FA707_00190
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	45817	47118	+	WP_136952340.1	WP_136952340.1		pyrimidine-nucleoside phosphorylase			FA707_RS00190	1302	433	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	47137	47547	+					cdd		FA707_RS00195	411		old_locus_tag=FA707_00195
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	47137	47547	+	WP_136952341.1	WP_136952341.1		cytidine deaminase	cdd		FA707_RS00195	411	136	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	47610	48710	+							FA707_RS00200	1101		old_locus_tag=FA707_00200
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	47610	48710	+	WP_136952342.1	WP_136952342.1		BMP family protein			FA707_RS00200	1101	366	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	48944	50512	+							FA707_RS00205	1569		old_locus_tag=FA707_00205
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	48944	50512	+	WP_136954131.1	WP_136954131.1		ABC transporter ATP-binding protein			FA707_RS00205	1569	522	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	50505	51650	+							FA707_RS00210	1146		old_locus_tag=FA707_00210
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	50505	51650	+	WP_136952343.1	WP_136952343.1		ABC transporter permease			FA707_RS00210	1146	381	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	51650	52603	+							FA707_RS00215	954		old_locus_tag=FA707_00215
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	51650	52603	+	WP_136952344.1	WP_136952344.1		ABC transporter permease			FA707_RS00215	954	317	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	52701	53873	+					deoB		FA707_RS00220	1173		old_locus_tag=FA707_00220
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	52701	53873	+	WP_136952345.1	WP_136952345.1		phosphopentomutase	deoB		FA707_RS00220	1173	390	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	53915	54736	+							FA707_RS00225	822		old_locus_tag=FA707_00225
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	53915	54736	+	WP_136952346.1	WP_136952346.1		purine-nucleoside phosphorylase			FA707_RS00225	822	273	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	54763	55467	+					deoD		FA707_RS00230	705		old_locus_tag=FA707_00230
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	54763	55467	+	WP_135253826.1	WP_135253826.1		purine-nucleoside phosphorylase	deoD		FA707_RS00230	705	234	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	55562	55762	-							FA707_RS00235	201		old_locus_tag=FA707_00235
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	55562	55762	-	WP_136952347.1	WP_136952347.1		hypothetical protein			FA707_RS00235	201	66	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	55822	56022	-							FA707_RS00240	201		old_locus_tag=FA707_00240
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	55822	56022	-	WP_136952348.1	WP_136952348.1		cold-shock protein			FA707_RS00240	201	66	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	56180	56575	-							FA707_RS00245	396		old_locus_tag=FA707_00245
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	56180	56575	-	WP_136952349.1	WP_136952349.1		hypothetical protein			FA707_RS00245	396	131	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	56804	58687	+							FA707_RS00250	1884		old_locus_tag=FA707_00250
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	56804	58687	+	WP_210409622.1	WP_210409622.1		ABC transporter ATP-binding protein/permease			FA707_RS00250	1884	627	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	58781	59950	+							FA707_RS00255	1170		old_locus_tag=FA707_00255
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	58781	59950	+	WP_136952350.1	WP_136952350.1		iron-containing alcohol dehydrogenase			FA707_RS00255	1170	389	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	60040	60546	+							FA707_RS00260	507		old_locus_tag=FA707_00260
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	60040	60546	+	WP_136952351.1	WP_136952351.1		hypothetical protein			FA707_RS00260	507	168	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	60627	61358	+							FA707_RS00265	732		old_locus_tag=FA707_00265
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	60627	61358	+	WP_168177318.1	WP_168177318.1		alpha/beta hydrolase			FA707_RS00265	732	243	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	61542	62228	-					gpmA		FA707_RS00270	687		old_locus_tag=FA707_00270
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	61542	62228	-	WP_136952353.1	WP_136952353.1		2,3-diphosphoglycerate-dependent phosphoglycerate mutase	gpmA		FA707_RS00270	687	228	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	62266	62943	-					rpiA		FA707_RS00275	678		old_locus_tag=FA707_00275
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	62266	62943	-	WP_136952354.1	WP_136952354.1		ribose-5-phosphate isomerase RpiA	rpiA		FA707_RS00275	678	225	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	63301	63720	+					rpsL		FA707_RS00280	420		old_locus_tag=FA707_00280
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	63301	63720	+	WP_135253815.1	WP_135253815.1		30S ribosomal protein S12	rpsL		FA707_RS00280	420	139	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	63771	64241	+					rpsG		FA707_RS00285	471		old_locus_tag=FA707_00285
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	63771	64241	+	WP_136952355.1	WP_136952355.1		30S ribosomal protein S7	rpsG		FA707_RS00285	471	156	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	64330	66420	+					fusA		FA707_RS00290	2091		old_locus_tag=FA707_00290
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	64330	66420	+	WP_136952356.1	WP_136952356.1		elongation factor G	fusA		FA707_RS00290	2091	696	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	66544	67731	+					tuf		FA707_RS00295	1188		old_locus_tag=FA707_00295
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	66544	67731	+	WP_136952357.1	WP_136952357.1		elongation factor Tu	tuf		FA707_RS00295	1188	395	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	67873	68655	+							FA707_RS00300	783		old_locus_tag=FA707_00300
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	67873	68655	+	WP_136952358.1	WP_136952358.1		hypothetical protein			FA707_RS00300	783	260	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	68881	69189	+					rpsJ		FA707_RS00305	309		old_locus_tag=FA707_00305
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	68881	69189	+	WP_136952359.1	WP_136952359.1		30S ribosomal protein S10	rpsJ		FA707_RS00305	309	102	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	69215	69847	+					rplC		FA707_RS00310	633		old_locus_tag=FA707_00310
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	69215	69847	+	WP_135253809.1	WP_135253809.1		50S ribosomal protein L3	rplC		FA707_RS00310	633	210	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	69874	70497	+					rplD		FA707_RS00315	624		old_locus_tag=FA707_00315
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	69874	70497	+	WP_136952360.1	WP_136952360.1		50S ribosomal protein L4	rplD		FA707_RS00315	624	207	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	70497	70784	+							FA707_RS00320	288		old_locus_tag=FA707_00320
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	70497	70784	+	WP_136952361.1	WP_136952361.1		50S ribosomal protein L23			FA707_RS00320	288	95	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	70829	71659	+					rplB		FA707_RS00325	831		old_locus_tag=FA707_00325
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	70829	71659	+	WP_136952362.1	WP_136952362.1		50S ribosomal protein L2	rplB		FA707_RS00325	831	276	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	71701	71979	+					rpsS		FA707_RS00330	279		old_locus_tag=FA707_00330
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	71701	71979	+	WP_136952363.1	WP_136952363.1		30S ribosomal protein S19	rpsS		FA707_RS00330	279	92	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	72002	72349	+					rplV		FA707_RS00335	348		old_locus_tag=FA707_00335
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	72002	72349	+	WP_136952364.1	WP_136952364.1		50S ribosomal protein L22	rplV		FA707_RS00335	348	115	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	72362	73018	+					rpsC		FA707_RS00340	657		old_locus_tag=FA707_00340
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	72362	73018	+	WP_135253803.1	WP_135253803.1		30S ribosomal protein S3	rpsC		FA707_RS00340	657	218	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73021	73455	+					rplP		FA707_RS00345	435		old_locus_tag=FA707_00345
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73021	73455	+	WP_135253802.1	WP_135253802.1		50S ribosomal protein L16	rplP		FA707_RS00345	435	144	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73445	73636	+					rpmC		FA707_RS00350	192		old_locus_tag=FA707_00350
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73445	73636	+	WP_135253801.1	WP_135253801.1		50S ribosomal protein L29	rpmC		FA707_RS00350	192	63	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73658	73921	+					rpsQ		FA707_RS00355	264		old_locus_tag=FA707_00355
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73658	73921	+	WP_135253800.1	WP_135253800.1		30S ribosomal protein S17	rpsQ		FA707_RS00355	264	87	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73973	74341	+					rplN		FA707_RS00360	369		old_locus_tag=FA707_00360
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	73973	74341	+	WP_135253799.1	WP_135253799.1		50S ribosomal protein L14	rplN		FA707_RS00360	369	122	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	74374	74685	+					rplX		FA707_RS00365	312		old_locus_tag=FA707_00365
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	74374	74685	+	WP_135253798.1	WP_135253798.1		50S ribosomal protein L24	rplX		FA707_RS00365	312	103	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	74713	75252	+					rplE		FA707_RS00370	540		old_locus_tag=FA707_00370
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	74713	75252	+	WP_136952365.1	WP_136952365.1		50S ribosomal protein L5	rplE		FA707_RS00370	540	179	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	75271	75456	+							FA707_RS00375	186		old_locus_tag=FA707_00375
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	75271	75456	+	WP_016184192.1	WP_016184192.1		type Z 30S ribosomal protein S14			FA707_RS00375	186	61	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	75493	75891	+					rpsH		FA707_RS00380	399		old_locus_tag=FA707_00380
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	75493	75891	+	WP_135253796.1	WP_135253796.1		30S ribosomal protein S8	rpsH		FA707_RS00380	399	132	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	75922	76458	+					rplF		FA707_RS00385	537		old_locus_tag=FA707_00385
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	75922	76458	+	WP_136952366.1	WP_136952366.1		50S ribosomal protein L6	rplF		FA707_RS00385	537	178	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	76496	76852	+					rplR		FA707_RS00390	357		old_locus_tag=FA707_00390
